"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","Class"
-116.93,211900,670,17,3722,"A",604,1561,36.027,32.87,3
-116.9,189200,552,19,3090,"A",520,1621,40.806,32.9,3
-116.84,119300,219,20,1066,"A",173,536,31.607,32.92,3
-117.05,211100,588,19,3558,"A",578,1439,4.625,33.01,3
-117.05,429300,425,17,3430,"A",433,1468,106.186,33.01,3
-117.04,342300,107,28,922,"A",97,314,84.721,33.01,3
-117.03,387400,793,6,6139,"A",770,2693,77.569,33,3
-117.04,314900,1418,6,9518,"A",1275,4413,66.012,32.99,2
-117.04,192900,196,16,1332,"A",193,640,60.226,32.98,3
-117.06,180700,196,16,1306,"A",222,713,62.683,32.99,3
-117.05,194300,1436,17,9911,"A",1414,4763,55.882,32.97,2
-117.05,165800,661,18,3593,"A",626,1992,48.295,32.96,3
-117.04,175700,1256,13,6711,"A",1220,3683,45.746,32.97,2
-117.03,231200,694,16,3936,"A",659,1935,45.625,32.97,3
-117.03,182100,698,16,3424,"A",645,1940,4.121,32.96,3
-116.99,181300,866,17,5509,"A",817,2748,48.854,32.96,3
-117.02,160100,334,25,1909,"A",322,1043,37.784,32.95,3
-117.03,168900,815,19,4500,"A",782,2456,45.032,32.95,3
-117.05,178600,555,17,3039,"A",552,1297,39.531,32.95,3
-117.05,167800,1091,17,4814,"A",1078,3013,32.369,32.95,2
-117.06,121100,190,24,830,"A",196,279,19.176,33.02,3
-117.06,159100,485,24,2618,"A",443,726,35.192,33.01,3
-117.07,169400,381,25,2120,"A",359,588,31.187,33.01,3
-117.07,148200,665,17,2863,"A",467,715,26.048,33.02,3
-117.06,278000,255,17,1785,"A",277,667,57.382,33.04,3
-117.06,265400,309,23,2023,"A",340,678,70.913,33.03,3
-117.07,268500,1231,14,6665,"A",1001,2026,5.09,33.03,2
-117.07,328200,158,15,1095,"A",176,361,68.099,33.03,3
-117.08,160600,450,10,2296,"A",405,818,43.424,33.03,3
-117.07,210100,578,4,2271,"A",391,926,36.437,33.04,3
-117.08,137900,623,15,3023,"A",559,1283,33.724,33.03,3
-117.08,229300,142,17,987,"A",152,463,58.747,33.03,3
-117.08,137200,284,18,1339,"A",290,761,53.074,33.03,3
-117.09,220700,396,17,2786,"A",396,1228,64.211,33.03,3
-117.08,264100,347,10,2577,"A",365,1193,6.53,33.04,3
-117.15,450400,2279,4,15029,"E",1696,5613,72.731,33.02,2
-117.1,85800,861,17,3167,"A",828,2098,24.459,32.97,3
-117.1,167600,770,7,3619,"A",482,1134,41.279,32.96,3
-117.05,278600,1293,6,7916,"A",1204,2741,56.436,33.05,2
-117.05,4e+05,254,12,1840,"A",234,580,67.769,33.04,3
-117.05,222200,1051,14,5180,"A",991,1639,4.5,33.03,3
-117.05,144600,20,16,87,"A",21,32,43.571,33.03,3
-117.06,261500,389,17,2635,"A",359,994,58.966,33.02,3
-117.05,260100,121,18,917,"A",131,388,63.517,33.02,3
-117.01,362300,567,13,4595,"A",544,1643,77.684,33.04,3
-117.04,296200,435,16,2852,"A",448,1083,63.761,33.03,3
-117.01,378300,430,8,3372,"A",448,1536,84.284,32.99,3
-116.99,500001,185,11,1412,"A",166,529,77.517,33.01,3
-117.09,255700,316,9,2012,"A",289,802,65.706,32.91,3
-117.09,282200,266,16,2005,"A",270,827,70.546,32.91,3
-117.09,255100,290,16,1989,"A",291,814,62.715,32.9,3
-117.1,184300,445,16,2994,"A",437,1047,5.149,32.9,3
-117.11,161500,388,16,2043,"A",352,705,44.766,32.9,3
-117.11,310600,235,15,1840,"A",241,855,75.992,32.91,3
-117.08,248400,228,16,1653,"A",224,690,65.853,32.91,3
-117.08,308300,2490,5,14944,"A",2407,6600,60.857,32.93,2
-117.08,327900,218,9,1547,"A",231,683,75.604,32.91,3
-117.07,294100,977,5,5870,"A",842,1917,51.998,33.01,3
-117.06,209200,417,9,2470,"A",427,904,44.219,33.01,3
-117.07,281600,1258,4,6242,"A",1116,2211,4.25,33,2
-117.07,241500,1866,4,9153,"A",1698,3775,4.955,33,2
-117.08,238700,931,5,5659,"A",902,2565,61.949,33.01,2
-117.09,201400,327,16,2175,"A",326,1037,51.909,32.99,3
-117.09,216800,588,18,3215,"A",509,1618,46.028,32.99,3
-117.09,268800,273,23,1125,"A",308,687,23.182,32.98,3
-117.12,156300,559,16,3050,"A",512,1444,52.463,32.96,3
-117.11,263600,242,9,1531,"A",240,850,60.862,32.97,3
-117.1,261100,2613,5,15502,"A",2358,7417,59.094,33,2
-117.11,231800,824,11,4694,"A",783,2223,49.485,32.95,3
-117.12,218100,536,8,3670,"A",592,1723,63.542,32.95,3
-117.12,238300,405,15,2869,"A",402,1526,60.175,32.96,3
-117.12,263700,1572,4,9018,"A",1498,4438,4.988,32.95,2
-117.08,246500,3336,3,17466,"A",2895,7644,54.584,32.97,2
-117.06,192300,877,17,4754,"A",832,2412,43.548,32.97,3
-117.25,296200,1448,6,9859,"E",1401,4194,6.439,33.06,2
-117.25,213400,476,16,2794,"E",442,1387,43.286,33.05,3
-117.26,240900,373,14,2323,"E",372,1057,62.513,33.05,3
-117.26,319800,352,11,2660,"E",366,1226,76.832,33.06,3
-117.24,169200,555,15,3029,"E",546,1559,53.129,33.05,3
-117.24,344200,882,11,5827,"E",842,2588,64.027,33.05,2
-117.2,411300,1617,5,10394,"E",1553,4496,59.289,33.07,2
-117.16,404500,279,16,1988,"E",252,770,58.661,33.06,3
-117.21,500001,433,20,3370,"E",408,1020,110.911,33.03,3
-117.18,500001,453,15,3540,"E",425,1364,136.623,33.02,3
-117.21,500001,454,26,3194,"E",406,1032,10.156,33.02,3
-117.23,500001,511,18,3961,"E",470,1541,111.118,33.01,3
-117.26,500001,495,25,2582,"E",471,1088,64.651,32.97,3
-117.26,500001,264,36,1721,"E",282,710,101.768,32.96,3
-117.26,500001,273,34,1651,"E",271,650,56.582,32.95,3
-117.26,500001,1227,22,5484,"E",1012,1947,44.375,32.95,2
-117.3,500001,205,30,1226,"E",151,380,42.875,32.96,3
-117.25,396000,520,16,3892,"E",524,1454,77.317,33.01,3
-117.24,369100,356,16,2512,"E",353,795,75.975,33,3
-117.23,500001,326,17,2718,"E",319,1011,150.001,32.99,3
-117.25,439900,749,10,4926,"E",634,1478,7.472,32.99,3
-117.25,485300,458,14,2518,"E",414,931,58.393,33,3
-117.26,393500,491,31,2695,"E",451,1059,47.841,33,3
-117.27,387800,454,36,2426,"E",420,1085,51.523,33,3
-117.31,492500,310,30,1631,"E",297,665,68.443,33,3
-117.26,231300,512,16,2127,"E",499,1532,27.348,32.99,3
-117.27,382100,578,21,3318,"E",538,1273,55.922,32.99,3
-117.26,226900,977,12,3900,"E",892,1690,4.125,32.98,3
-117.31,244700,648,17,2789,"E",345,849,41.012,32.98,3
-117.27,230700,392,17,1853,"E",208,351,52.742,32.98,3
-117.32,394400,712,29,3584,"E",667,1619,4.125,33.01,3
-117.28,347700,585,21,2736,"E",576,1251,42.356,33.02,3
-117.27,376700,1242,13,5723,"E",1140,2450,47.179,33.02,2
-117.26,278300,346,18,2229,"E",352,1088,63.525,33.04,3
-117.26,269600,450,16,3109,"E",453,1433,66.319,33.04,3
-117.24,147600,663,13,3498,"E",618,1412,3.212,33.04,3
-117.25,324600,493,6,3416,"E",467,1319,69.326,33.03,3
-117.27,215800,311,25,1787,"E",311,1108,39.826,33.03,3
-117.27,148700,443,16,2240,"E",416,1104,35.313,33.03,3
-117.26,369800,759,9,4632,"E",685,1724,63.712,33.02,3
-117.27,220900,499,19,2899,"E",512,1356,4.87,33.03,3
-117.27,286100,340,21,2144,"E",344,928,5.798,33.02,3
-117.29,3e+05,338,28,1146,"E",292,672,31.667,33.05,3
-117.28,252700,928,12,4459,"E",888,2471,35.179,33.04,3
-117.27,214600,392,27,1839,"E",404,1302,3.55,33.04,3
-117.29,286900,555,30,2750,"E",520,1281,47.333,33.04,3
-117.33,314300,321,31,1171,"E",267,603,28.611,33.03,3
-117.3,295100,426,14,2670,"E",407,1034,64.247,33.07,3
-117.29,346700,515,18,3225,"E",476,1463,57.787,33.08,3
-117.27,342400,447,7,2949,"E",426,1335,60.922,33.08,3
-117.29,338700,335,20,2110,"E",325,1008,61.509,33.06,3
-117.28,245800,1022,8,4172,"E",941,2585,40.118,33.06,3
-117.27,367100,733,7,3686,"E",672,1612,3.197,33.06,3
-117.27,122400,808,15,3333,"E",737,1371,29.083,33.05,3
-117.3,343200,527,24,2628,"E",520,1389,4,33.08,3
-117.34,357100,518,17,2718,"E",403,815,43.182,33.06,3
-117.31,369400,534,21,2035,"E",467,948,32.984,33.07,3
-117.3,284800,765,16,3147,"E",690,2165,35.585,33.07,3
-117.3,276300,511,24,2171,"E",442,870,3.194,33.06,3
-117.3,290000,520,31,2128,"E",485,1049,4.027,33.06,3
-117.3,331300,458,34,1797,"E",391,775,32.308,33.05,3
-117.33,281300,2041,11,10923,"E",1858,4773,40.791,33.17,2
-117.34,243700,458,31,2851,"E",467,1286,45.694,33.16,3
-117.33,245500,552,29,3559,"E",545,1533,40.585,33.16,3
-117.32,262100,2212,15,13245,"E",2060,5495,54.904,33.15,2
-117.32,354000,527,25,2670,"E",461,936,27.717,33.12,3
-117.31,500001,446,15,2392,"E",421,747,35.341,33.1,3
-117.29,183000,105,4,617,"E",105,224,39.205,33.13,3
-117.31,188100,1703,7,7974,"E",1550,2904,41.282,33.11,2
-117.29,168800,322,4,1380,"E",286,755,47.961,33.12,3
-117.29,259800,1018,6,6091,"E",957,2064,51.837,33.1,2
-117.28,267900,422,13,2644,"E",399,1197,65.338,33.1,3
-117.35,185600,1341,16,4595,"E",1197,2849,2.478,33.17,2
-117.34,187500,277,24,1006,"E",246,610,2.25,33.16,3
-117.34,178500,1423,19,5710,"E",1406,4163,30.306,33.15,2
-117.35,500001,305,22,1331,"E",193,580,3.975,33.16,3
-117.35,206300,515,10,1684,"E",449,902,37.891,33.16,3
-117.34,283300,1140,17,4505,"E",1062,2111,33.536,33.15,2
-117.36,181800,1153,26,5550,"E",1058,2372,25.509,33.18,2
-117.36,185400,291,39,1546,"E",308,833,28.893,33.18,3
-117.35,198000,423,36,1977,"E",387,812,3.625,33.17,3
-117.36,500001,442,24,2046,"E",367,812,23.182,33.17,3
-117.37,266700,509,19,1931,"E",394,855,26.979,33.18,3
-117.37,173800,1274,23,4104,"E",1187,4729,18.214,33.19,2
-117.37,208600,453,33,2205,"E",439,1138,28.819,33.19,3
-117.37,192500,382,18,975,"E",286,650,19.562,33.19,3
-117.37,185000,213,38,861,"E",204,486,41.875,33.19,3
-117.38,197900,264,35,928,"E",248,538,24.583,33.19,3
-117.38,313300,1373,14,5039,"E",696,1298,3.209,33.14,3
-117.38,5e+05,1145,26,4123,"E",895,1703,19.891,33.19,3
-117.38,106300,581,17,1877,"E",426,1288,19.386,33.2,3
-117.37,187500,317,19,928,"E",319,845,16.318,33.2,3
-117.38,162500,112,17,353,"E",118,359,15.625,33.19,3
-117.38,184400,386,26,1427,"E",317,974,13.903,33.2,3
-117.36,166100,557,19,1926,"E",483,1190,13.269,33.2,3
-117.36,169900,562,19,2129,"E",525,1323,29.539,33.2,3
-117.36,150800,482,26,2447,"E",486,1405,32.917,33.2,3
-117.35,169700,728,23,3297,"E",622,1793,25.754,33.2,3
-117.35,150300,262,24,1586,"E",298,912,4.25,33.21,3
-117.34,145700,376,23,2062,"E",379,1302,40.109,33.21,3
-117.35,142900,220,32,1251,"E",232,700,39.875,33.2,3
-117.34,216100,1372,12,5963,"E",1124,3015,27.386,33.21,2
-117.35,198100,476,28,2823,"E",433,1189,51.733,33.19,3
-117.34,224500,553,23,3546,"E",518,1533,5.276,33.19,3
-117.33,173600,845,15,3672,"E",796,1827,29.716,33.19,3
-117.34,274100,525,19,3575,"E",559,1654,57.409,33.19,3
-117.29,153800,634,5,3109,"A",578,1823,31.875,33.24,3
-117.3,98500,791,13,3619,"A",806,1759,2.765,33.23,3
-117.32,169300,604,24,2580,"E",569,982,16.402,33.23,3
-117.31,162400,288,6,1580,"A",265,792,40.469,33.24,3
-117.32,108900,1039,15,4784,"E",986,1810,24.375,33.22,3
-117.33,91200,602,21,2868,"E",559,855,27.846,33.22,3
-117.32,91700,232,16,1057,"E",221,316,27.417,33.22,3
-117.33,85800,300,17,1246,"E",288,424,22.882,33.21,3
-117.3,184100,2988,4,14960,"E",2612,6666,37.568,33.22,2
-117.31,215500,3753,11,20944,"E",3441,8738,43.762,33.19,2
-117.29,157300,461,16,2150,"E",407,1428,24.754,33.2,3
-117.31,87700,430,16,1835,"E",399,599,20.147,33.18,3
-117.29,151600,1233,18,6235,"E",1162,4127,30.704,33.19,2
-117.28,152100,854,20,4835,"E",834,2983,43.428,33.2,3
-117.37,125600,482,35,2204,"E",462,1435,3.676,33.22,3
-117.35,189800,287,4,1837,"E",277,934,38.958,33.23,3
-117.35,117100,606,18,2971,"E",493,2051,2.675,33.21,3
-117.38,103300,367,31,1502,"E",342,1514,26.442,33.21,3
-117.37,99600,311,29,1315,"E",306,1425,20.272,33.2,3
-117.28,150700,1040,13,6131,"A",940,4049,38.156,33.28,2
-117.25,359000,351,14,2513,"A",357,1151,63.054,33.3,3
-117.26,173900,798,9,4609,"A",746,2582,43.429,33.26,3
-117.3,133800,275,23,1678,"A",264,1227,41.713,33.26,3
-117.3,131000,419,22,2329,"A",381,1456,37.933,33.25,3
-117.31,102300,764,14,3483,"A",687,2140,3.125,33.25,3
-117.31,97100,630,13,3075,"A",674,1843,28.558,33.25,3
-117.32,186900,420,7,2499,"A",398,1314,4.85,33.25,3
-117.32,170900,1523,7,8206,"A",1423,4399,36.301,33.25,2
-117.34,141000,757,11,3737,"E",727,2212,31.062,33.23,3
-117.33,155600,592,15,2919,"E",579,1130,25.872,33.23,3
-117.33,127900,416,15,1905,"E",388,1258,3.33,33.23,3
-117.33,143400,881,13,4543,"E",870,2298,29.386,33.24,3
-117.42,134400,4819,14,25135,"A",4769,35682,25.729,33.35,2
-117.24,257300,442,17,2866,"A",431,1354,45.764,33.34,3
-117.22,263300,482,16,3165,"A",452,1351,4.605,33.36,3
-117.22,331300,433,12,2924,"A",394,1193,62.475,33.31,3
-117.21,325700,817,10,5294,"A",810,2312,54.563,33.34,3
-117.19,314400,488,15,3310,"A",460,1104,61.009,33.34,3
-117.17,189900,679,15,3313,"A",564,1022,27.986,33.34,3
-117.2,295900,1182,12,6358,"A",1020,2778,40.357,33.29,2
-117.17,376800,312,16,1921,"A",280,862,51.786,33.28,3
-117.25,146700,765,16,3536,"A",687,2007,3,33.38,3
-117.24,227000,463,16,2704,"A",424,1322,37.857,33.4,3
-117.23,173200,704,18,3339,"A",652,1727,28.393,33.38,3
-117.24,171200,525,16,2792,"A",516,1696,3.668,33.38,3
-117.25,134400,431,17,1614,"A",389,1031,20.956,33.38,3
-117.25,137300,543,22,2699,"A",491,1425,2.375,33.39,3
-117.26,154600,548,7,2221,"A",501,1440,22.368,33.37,3
-117.25,146900,530,8,1755,"A",511,1687,1.995,33.37,3
-117.24,180900,793,14,4687,"A",779,2436,45.391,33.37,3
-117.24,222600,480,11,2786,"A",450,1250,4.5,33.36,3
-117.25,247000,960,6,3725,"A",915,2833,23.214,33.36,3
-117.34,273300,338,14,1902,"A",304,848,55.395,33.46,3
-117.19,296100,554,16,3031,"A",518,1301,40.882,33.41,3
-117.14,208300,587,17,2889,"A",510,1931,38.547,33.39,3
-117.2,291500,821,14,5392,"A",810,2350,50.507,33.38,3
-117.1,168800,658,19,3518,"A",610,2091,32.614,33.36,3
-116.95,117000,639,16,2921,"A",540,1838,22.393,33.31,3
-117.03,243800,209,14,1088,"A",193,601,38.438,33.32,3
-117.05,267600,312,17,1800,"A",281,891,70.177,33.29,3
-117.05,264700,569,14,3103,"A",539,1704,37.644,33.26,3
-117.12,232800,601,11,3016,"A",541,1727,49.375,33.27,3
-117,419200,313,17,2073,"A",221,573,82.531,33.29,3
-116.98,254100,1002,12,5898,"A",945,3129,47.647,33.26,2
-116.99,250000,539,17,2980,"A",505,1531,31.553,33.2,3
-116.9,234500,773,11,4132,"A",703,2012,31.906,33.22,3
-117.14,281300,829,11,4068,"A",500,918,31.272,33.23,3
-117.11,298100,919,13,5819,"A",866,2228,49.335,33.23,3
-117.08,272200,571,14,3337,"A",512,1385,4.15,33.23,3
-117.15,294600,459,16,2690,"A",393,1253,40.328,33.2,3
-117.2,286400,629,16,4409,"A",609,1875,5.543,33.2,3
-117.22,190800,672,17,3675,"A",597,1693,33.882,33.22,3
-117.22,175000,643,16,2134,"A",560,1555,17.217,33.22,3
-117.22,162500,343,15,1430,"A",322,704,19.571,33.22,3
-117.23,240100,330,26,1991,"A",304,1014,43.068,33.24,3
-117.24,196000,648,13,3756,"A",614,1767,40.776,33.23,3
-117.24,150900,308,21,1718,"A",312,1194,34.359,33.23,3
-117.23,172000,657,13,2899,"A",579,1946,29.875,33.23,3
-117.23,97000,573,18,2334,"A",557,962,1.808,33.22,3
-117.23,148800,729,16,3224,"A",608,1036,20.246,33.22,3
-117.24,162500,334,20,1962,"A",349,1173,41.316,33.22,3
-117.24,151400,626,9,2486,"A",525,1938,21.293,33.21,3
-117.23,164600,108,34,544,"A",127,348,4.125,33.21,3
-117.25,205000,993,6,6160,"A",1029,2997,46.187,33.25,2
-117.27,198500,3933,5,20908,"A",3510,9690,41.405,33.23,2
-117.27,196700,337,5,2283,"A",325,999,50.249,33.22,3
-117.27,90800,311,16,1420,"A",313,470,18.849,33.22,3
-117.28,98600,542,13,2832,"A",531,1065,23.844,33.22,3
-117.27,177500,996,5,5764,"A",1012,3161,44.531,33.21,2
-117.25,142600,347,26,2010,"A",331,1160,39.815,33.22,3
-117.25,135800,443,19,2167,"A",435,1654,3.5,33.22,3
-117.26,136000,408,26,1906,"A",427,1325,30.197,33.21,3
-117.28,175600,261,11,1472,"E",285,1012,4.21,33.2,3
-117.27,150700,379,23,2145,"A",404,1360,42.054,33.2,3
-117.26,121900,725,13,3163,"A",629,1675,28.214,33.2,3
-117.27,156900,322,34,1852,"A",332,978,43.542,33.2,3
-117.27,139300,289,8,973,"E",209,663,2.724,33.19,3
-117.28,165800,639,5,2697,"E",580,1633,34.456,33.19,3
-117.25,127200,488,9,1944,"A",453,1992,2.066,33.21,3
-117.24,121700,489,19,1872,"A",446,1859,21.875,33.21,3
-117.24,111300,419,18,1846,"A",387,1581,30.982,33.21,3
-117.24,147500,415,25,1631,"A",386,1045,24.505,33.2,3
-117.24,171700,404,26,1701,"A",367,989,25.119,33.2,3
-117.25,124500,618,22,2361,"A",596,1472,20.625,33.2,3
-117.25,131300,473,10,2050,"A",471,1302,27.961,33.2,3
-117.25,117000,292,13,1203,"A",293,1035,26.339,33.21,3
-117.23,213800,386,21,1934,"A",381,861,36.181,33.21,3
-117.22,198800,828,19,4400,"A",735,1901,36.375,33.21,3
-117.22,205500,277,31,1736,"A",292,801,44.844,33.2,3
-117.23,166000,720,29,3372,"A",693,1770,35.109,33.2,3
-117.23,212500,360,21,2284,"A",356,999,48.929,33.2,3
-117.21,253700,518,22,3337,"A",466,1288,5.04,33.2,3
-117.22,216900,656,16,3004,"A",606,1948,27.019,33.19,3
-117.27,215700,773,4,3371,"E",627,1481,29.133,33.18,3
-117.26,216100,595,4,2342,"E",545,1518,29.469,33.19,3
-117.26,158500,509,2,2629,"E",522,1044,42.361,33.19,3
-117.25,207000,306,18,1891,"A",279,830,45.764,33.19,3
-117.24,159400,351,19,1569,"A",352,1035,29.191,33.19,3
-117.23,192500,447,22,2554,"A",422,1147,36.346,33.19,3
-117.24,200200,565,19,3337,"A",554,1646,50.195,33.18,3
-117.3,182600,1533,6,7880,"E",1460,3760,41.807,33.17,2
-117.32,239000,299,18,2143,"E",283,828,42.383,33.17,3
-117.31,283900,312,7,2349,"E",282,809,5.552,33.17,3
-117.31,247800,894,4,5846,"E",801,2282,55.956,33.16,3
-117.31,224400,263,17,1704,"E",281,781,56.605,33.16,3
-117.29,111400,792,15,3780,"E",721,1632,27.644,33.18,3
-117.29,160600,176,17,821,"E",168,436,31.667,33.18,3
-117.28,157300,591,16,3002,"E",538,842,21.205,33.18,3
-117.28,178100,118,14,676,"E",126,384,62.096,33.18,3
-117.26,225600,793,9,4540,"E",746,2235,45.781,33.18,3
-117.27,244900,4135,4,23915,"E",3958,10877,46.357,33.15,2
-117.29,87500,445,11,2560,"E",448,952,40.625,33.15,3
-117.24,237500,1874,4,9998,"A",1672,3925,42.826,33.17,2
-117.22,135700,362,6,1487,"A",322,810,3.625,33.17,3
-117.23,228100,625,4,3066,"E",582,1164,4,33.16,3
-117.23,214500,946,2,4624,"E",808,2091,36.736,33.16,3
-117.22,183900,886,13,4273,"A",801,2328,33.444,33.18,3
-117.21,163800,361,16,1787,"A",362,1446,3.75,33.17,3
-117.21,218500,612,21,3765,"A",593,1722,48.152,33.19,3
-117.19,209700,722,7,3561,"A",657,1921,41.128,33.18,3
-117.21,196000,698,13,2937,"A",579,1246,26.487,33.16,3
-117.2,91600,1137,13,4503,"A",1091,3094,23.159,33.16,2
-117.2,199000,864,11,4091,"A",765,1927,30.139,33.15,3
-117.2,139200,414,19,2025,"A",403,1663,38.147,33.14,3
-117.22,210400,848,5,4576,"E",705,2314,50.123,33.14,3
-117.21,163300,954,12,4839,"A",952,1708,28.586,33.14,3
-117.21,132800,368,15,1889,"E",409,754,22.278,33.13,3
-117.17,214300,115,25,596,"A",137,426,30.221,33.18,3
-117.18,159900,1206,15,5923,"A",1006,3943,31.793,33.16,2
-117.15,158500,962,5,4750,"A",905,2726,35.839,33.16,2
-117.13,193200,381,15,2241,"A",390,997,34.833,33.15,3
-117.14,168400,182,17,1149,"A",192,702,55.696,33.15,3
-117.14,174600,198,16,1129,"A",178,758,50.346,33.15,3
-117.15,158900,208,15,1070,"A",217,470,23.062,33.14,3
-117.13,172600,671,16,3907,"A",663,1759,31.776,33.15,3
-117.13,170700,278,16,1649,"A",277,993,48.526,33.14,3
-117.13,171400,539,5,2618,"A",512,1320,41.053,33.14,3
-117.12,163600,272,16,1710,"A",267,1025,41.641,33.14,3
-117.12,172600,408,12,2363,"A",396,1211,38.967,33.14,3
-117.13,153900,456,12,2258,"A",433,1147,40.495,33.14,3
-117.19,92000,923,12,3652,"A",728,1677,23.267,33.14,3
-117.18,117500,1683,7,6225,"A",1580,5410,2.32,33.15,2
-117.21,168000,596,19,3068,"E",554,912,3.775,33.13,3
-117.2,247800,736,18,4372,"E",675,1473,51.194,33.12,3
-117.21,258900,689,4,3261,"E",561,926,43.672,33.12,3
-117.18,279900,601,16,3470,"E",552,1197,51.814,33.11,3
-117.25,255800,1437,8,8552,"E",1323,3335,5.311,33.12,2
-117.24,240300,545,10,3487,"E",557,1410,60.336,33.11,3
-117.23,237400,291,4,1862,"E",248,685,7.745,33.1,3
-117.25,171900,720,14,3676,"E",614,1176,39.464,33.1,3
-117.26,500001,407,22,2398,"E",169,349,70.423,33.09,3
-117.26,227100,761,13,3730,"E",603,1335,41.667,33.09,3
-117.23,279600,855,7,5320,"E",768,2015,63.373,33.09,3
-117.25,340300,465,13,3651,"E",435,1311,75.402,33.08,3
-117.25,285200,1012,14,7208,"E",1014,3097,6.617,33.08,2
-117.26,299600,814,12,5080,"E",716,1958,53.905,33.08,3
-117.09,129900,1442,9,5685,"A",1250,3773,30.426,33.13,2
-117.08,154200,250,15,1497,"A",239,827,43.846,33.14,3
-117.08,160900,292,11,1430,"A",294,921,42.357,33.14,3
-117.07,160600,429,16,2546,"A",408,1683,47.426,33.14,3
-117.07,157700,297,17,1893,"A",287,936,51.842,33.15,3
-117.06,147500,379,24,2155,"A",360,1158,47.941,33.15,3
-117.11,222400,488,15,3154,"A",429,1656,50.461,33.19,3
-117.03,212800,886,17,5391,"A",830,2732,51.771,33.18,3
-117.06,174800,974,4,5465,"A",950,2844,44.477,33.17,2
-117.1,183800,412,12,2465,"A",428,1226,54.819,33.17,3
-117.08,206700,1030,11,6341,"A",977,2697,48.554,33.16,2
-117.07,180400,522,15,2994,"A",503,1231,32.024,33.15,3
-117.08,156800,494,19,2629,"A",503,1444,35.462,33.14,3
-117.09,137500,865,13,3958,"A",840,1981,34.764,33.15,3
-117.07,135300,1632,17,6817,"A",1474,4526,26.152,33.13,2
-117.07,137500,165,33,555,"A",176,612,21.786,33.13,3
-117.06,137200,674,27,3819,"A",717,2447,38.185,33.14,3
-117.05,98500,2035,20,7746,"A",1838,5370,23.762,33.13,2
-117.04,150000,2888,15,13814,"A",2789,6583,28.247,33.15,2
-117.05,136300,1166,16,4552,"A",1051,2737,2.25,33.14,2
-117.06,143500,2114,12,8742,"A",1957,4854,28.015,33.13,2
-117.08,113700,2628,17,8466,"A",2267,7014,21.437,33.13,2
-117.08,137500,44,43,107,"A",48,107,0.7054,33.12,3
-117.11,191100,1407,14,8374,"A",1295,2916,47.019,33.15,2
-117.1,161100,685,5,3159,"A",581,1398,31.467,33.15,3
-117.12,182800,464,7,2810,"A",457,1564,44.655,33.15,3
-117.14,199800,974,11,5546,"A",970,2300,37.109,33.18,2
-117.1,159500,2576,7,10665,"A",2424,4917,23.171,33.14,2
-117.11,190500,636,10,3208,"A",582,1395,34.455,33.14,3
-117.14,264000,1032,7,6126,"A",923,2662,49.005,33.12,2
-117.13,80000,652,17,3164,"A",699,1123,2.082,33.13,3
-117.11,2e+05,13,46,52,"A",13,59,3.875,33.12,3
-117.1,275000,342,12,961,"A",201,315,0.813,33.12,3
-117.11,132400,627,17,2641,"A",647,1167,22.875,33.11,3
-117.14,199600,1603,12,9302,"A",1504,4074,43.513,33.07,2
-117.12,186600,235,45,1032,"A",177,363,36.389,33.07,3
-117.1,347300,336,16,2402,"A",365,1080,86.803,33.07,3
-117.07,444100,343,8,2756,"A",340,1045,85.957,33.07,3
-117.1,353000,2162,5,12045,"A",1997,5640,44.375,33.09,2
-117.08,249100,501,23,3400,"A",488,1383,49.844,33.08,3
-117.09,177000,539,21,2876,"A",499,1387,38.292,33.1,3
-117.08,178300,624,23,3792,"A",658,1988,47.566,33.09,3
-117.09,122500,184,11,567,"A",163,620,25.284,33.12,3
-117.08,115100,324,31,1356,"A",331,1301,25.331,33.11,3
-117.08,127700,585,28,2094,"A",563,1556,2.2,33.11,3
-117.09,171600,321,32,1713,"A",286,891,31.429,33.11,3
-117.08,145500,268,37,1060,"A",229,823,18.363,33.12,3
-117.07,139900,473,31,2055,"A",427,1326,30.915,33.11,3
-117.08,116700,444,31,1832,"A",463,1669,22.146,33.11,3
-117.08,114300,208,33,674,"A",188,565,1.875,33.12,3
-117.07,187700,927,21,4578,"A",900,2818,31.458,33.12,3
-117.07,146300,499,32,2474,"A",461,1224,27.216,33.12,3
-117.07,127000,599,12,2453,"A",529,1251,24.122,33.12,3
-117.07,142300,1237,17,5565,"A",1139,3004,30.054,33.11,2
-117.06,262500,1276,11,7483,"A",1261,3516,40.484,33.09,2
-117.03,172800,1185,15,7000,"A",1118,3555,47.022,33.13,2
-116.97,287500,851,10,5149,"A",783,2177,67.957,33.13,3
-117.05,169900,372,17,2385,"A",369,1118,42.813,33.13,3
-117.05,223500,642,18,4393,"A",677,2095,54.786,33.11,3
-117.05,167500,390,22,2427,"A",362,1099,52.323,33.13,3
-117.05,320200,746,13,5516,"A",662,2119,61.868,33.1,3
-117.03,248300,446,25,3142,"A",419,1286,54.663,33.12,3
-117.04,335600,581,16,4677,"A",566,1902,61.834,33.09,3
-116.93,239900,545,16,3490,"A",535,1628,48.836,33.06,3
-116.89,210900,501,14,2816,"A",452,1448,50.278,32.99,3
-116.95,222600,353,18,2087,"A",329,992,4.5,32.96,3
-116.84,225900,519,15,2755,"A",460,1474,40.408,33.08,3
-116.77,239100,260,13,1406,"A",279,737,55.842,33.08,3
